Id,Pred
1,0.33335902552629326
2,-0.21814553004427562
3,0.1462386583065407
4,-0.019997055387207703
5,0.09150092906674104
6,-0.013994175164438055
7,0.002319003752523165
8,2.276028929745606
9,-0.2075488376325651
10,-0.0832709284482819
11,-0.07477799233366686
12,-0.02244694099482343
13,0.12292972848178071
14,0.6353311575321373
15,0.8189545342097057
16,-0.030833040812966554
17,-0.022700384658682685
18,1.5421876284244032
19,-0.041561758026808504
20,-0.07051008198092355
21,0.0667804212935186
22,-0.10846341719588566
23,0.12490729593446807
24,1.5965173458020125
25,-0.14250575218077402
26,0.3263820428296689
27,-0.02657252298499465
28,0.053258189961937145
29,0.006431207741262964
30,-0.05184838537388939
31,-0.08183403577591013
32,0.12025817851880566
33,0.0033203914793907136
34,-0.09754298827270257
35,0.04908770043330102
36,-0.013833741838255295
37,0.41558927201191337
38,0.11094581488248856
39,0.47640041774256103
40,0.30308964436524555
41,-0.030028576604494928
42,-0.011725271238052892
43,0.10098689664172879
44,0.03827939285054607
45,-0.05074907966589133
46,0.21411417822169357
47,-0.11173383231306926
48,0.024356847071889412
49,0.763224895926566
50,0.09586060183593526
51,-0.037104049243382176
52,1.884927335839028
53,-0.014235401361040555
54,0.13910324324026105
55,0.025526795096462142
56,-0.09638070863021067
57,0.09745992907325404
58,0.42837212661251634
59,0.1297348259216187
60,0.0045560735088738535
61,1.4211682079036834
62,0.24796841899922192
63,0.7151805260321611
64,0.07425482091427343
65,0.2714246059404556
66,0.2181734998523524
67,-0.05776213375024908
68,-0.024856538407952666
69,-0.05163056762197315
70,11.611850431587197
71,0.22600016965840247
72,0.07070053340654314
73,-0.13739709437889067
74,0.013698566300384261
75,0.029139114273207027
76,0.4021598194333739
77,0.65959386538236
78,1.449694373673103
79,0.36180468948144007
80,0.10611013406435235
81,0.039129844803401564
82,0.051733606364657785
83,-0.09894356982883014
84,0.18716212253436507
85,-0.12049873750829886
86,-0.04082622467083589
87,-0.14697810789347976
88,0.06344169259637075
89,-0.06833782975785119
90,-0.005702671230496932
91,0.003050620545827416
92,0.3075019690142765
93,0.007147646467763486
94,0.12745595564925963
95,0.08504284296110284
96,0.11416962034196336
97,0.8293655302090654
98,0.038803623435708486
99,0.20840761683640124
100,-0.019304898902148666
